web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587556167-4455,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Smaller size,"Reviewed in the United States on September 20, 2019",3.0 out of 5 stars,Verified Purchase,Smaller than Nike 10 1/2 I've bought.
1587556167-4761,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fit,"Reviewed in the United States on July 25, 2019",5.0 out of 5 stars,null,Great shoe. Good fit and light.
1587556167-4120,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best sneakers ever,"Reviewed in the United States on February 24, 2020",5.0 out of 5 stars,Verified Purchase,Extremely comfortable!
1587556167-3775,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Clumsy,"Reviewed in the United States on April 19, 2020",3.0 out of 5 stars,Verified Purchase,They are well made and have decent comfort but I do not like the looks that well. My mistake
1587556167-4191,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes.,"Reviewed in the United States on March 6, 2020",5.0 out of 5 stars,Verified Purchase,Fit great!
1587556167-4140,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Too tight,"Reviewed in the United States on November 2, 2019",2.0 out of 5 stars,Verified Purchase,I wear a 12 for years.  These are a least a 1/2 if not more to small.  I was hoping they would loose up and stretch out and they did some but still tight a month later.
1587556167-4489,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best product,"Reviewed in the United States on October 9, 2019",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587556167-4720,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,good,"Reviewed in the United States on August 2, 2019",5.0 out of 5 stars,null,thenks
1587556167-4681,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rubs the Upper Side of My Foot,"Reviewed in the United States on March 7, 2020",3.0 out of 5 stars,null,The upper of the shoe near the bottom lace irritates my foot after a while.  Disappointed after reading the positive reviews.  My sketchers do not.
1587556167-3676,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great sneakers!,"Reviewed in the United States on October 22, 2019",5.0 out of 5 stars,Verified Purchase,Had trouble finding a good quality sneaker in a wide width at my local stores. Even the Under Armour Outlet Store hardly  had any of the styles in the 4E width sizes. I ordered these through Amazon and received them in less than one week. They fit perfectly and are extremely comfortable. Thanks again!
1587556167-3906,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great buy,"Reviewed in the United States on December 11, 2019",5.0 out of 5 stars,Verified Purchase,Great pair of comfortable shoes.
1587556167-3771,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit.,"Reviewed in the United States on December 20, 2019",5.0 out of 5 stars,Verified Purchase,Awesome shoes. Very comfortable. They had the wide fit which is hard to find. May buy a second pair.
1587556167-4161,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these shoes,"Reviewed in the United States on September 24, 2019",5.0 out of 5 stars,Verified Purchase,These shoes are very comfortable to run in. Very light as well. Pleased with the purchase.
1587556167-4516,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on January 11, 2020",4.0 out of 5 stars,Verified Purchase,My grandson loved them !
1587556167-4432,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No Fuss Classic Shoe,"Reviewed in the United States on March 6, 2020",5.0 out of 5 stars,Verified Purchase,My son was happy with these shoes and he is a picky one!❤️
1587556167-3854,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Exactly as described,"Reviewed in the United States on October 23, 2019",5.0 out of 5 stars,Verified Purchase,"Great fit, great shoe, and holding up well for my ten year old son."
1587556167-3786,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Huge upgrade,"Reviewed in the United States on September 10, 2019",5.0 out of 5 stars,Verified Purchase,These are awesome shoes. I wasn’t sure what to expect because I’ve never tried a UA shoe before but I’m very impressed.
1587556167-3697,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Keep it simple,"Reviewed in the United States on January 9, 2020",5.0 out of 5 stars,Verified Purchase,If you need a little wider toe box in your shoes these are great and for a fraction of the price as Nike or Adidas. I like their simplicity and their color options are good. My second pair and will order more in the future.
1587556167-4023,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good value,"Reviewed in the United States on February 27, 2020",5.0 out of 5 stars,Verified Purchase,Son says they are very comfy
1587556167-3836,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,FAST DELIVERY!!!,"Reviewed in the United States on January 22, 2020",5.0 out of 5 stars,Verified Purchase,"Shipping was fast!! Very nice shoes!... Brought this for the gym but it's so nice I don't wanna wear it to the gym, so I will use my going out Under Armour shoes and keep these as my going out shoes lol... Awesome product!!!"
1587556167-3645,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4E UA is not 4E other brands.,"Reviewed in the United States on October 21, 2019",4.0 out of 5 stars,Verified Purchase,"I just received these shoes today and they are nice and comfortable with good cushion in the rear heel.  I ordered the 4E size because the last time I ordered UA running shoes I bought the standard/normal width and they seemed  a little narrow than other brands but I was able to live with them.  These are 4E size 13 but they don't seem to be the same 4E width as other brands, they seem a little narrower than other 4E.  I don't get it.  I like them and don't plan to return them, however, I'll buy NB, Nike or Asiscs next time because UA makes narrow shoes even with 4E."
1587556167-4429,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good support,"Reviewed in the United States on February 21, 2020",5.0 out of 5 stars,Verified Purchase,Work
1587556167-3715,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Width is smaller than expected,"Reviewed in the United States on April 17, 2020",3.0 out of 5 stars,Verified Purchase,"Ordered these for my husband, they are the same size as his old Under Armour shoes. He has been trying to 'break them in' and make them work, but they are just way too narrow for him and rub against his toes."
1587556167-4415,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these sneakers,"Reviewed in the United States on March 19, 2020",5.0 out of 5 stars,Verified Purchase,"Great fit, perfect for 10 hour shifts on my feet."
1587556167-3634,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,If you want a show with no support this is it.,"Reviewed in the United States on December 27, 2019",1.0 out of 5 stars,Verified Purchase,"Horrible support!! Right out of the box, feel like they are months old in support. Waste of money, wanted to try another brand to avoid giving Nike my money. Bought these, and only screwed myself. Not fair to return them, after wearing them. But you do actually have to use a shoe for awhile to see the truth. Guess they will be okay working in yard etc. But if your going to be on hard surfaces, you might as well go barefoot."
1587556167-3945,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice shoes,"Reviewed in the United States on February 15, 2020",5.0 out of 5 stars,Verified Purchase,Nice shoes
1587556167-4277,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Way to go,"Reviewed in the United States on September 8, 2019",5.0 out of 5 stars,Verified Purchase,Well shoes are very comfortable and the sole is very soft that it feels like a sponge.
1587556167-4444,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect,"Reviewed in the United States on February 25, 2020",4.0 out of 5 stars,Verified Purchase,It is perfect
1587556167-4364,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"True Fit, So Nice","Reviewed in the United States on December 7, 2019",5.0 out of 5 stars,Verified Purchase,"The shoes are fitted as expected, true to size. SO soft and comfortable to wear."
1587556167-3637,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not as the description states.,"Reviewed in the United States on September 23, 2019",1.0 out of 5 stars,Verified Purchase,"The reason I am giving this product 1 star is the product is not the same as the picture and description. The picture shows black sneakers with black soles and the description states black/black. What I received was black sneakers with white soles. I returned the item and got a replacement however, the replacement was also black sneakers with white soles."
1587556167-3787,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable and fit to size.,"Reviewed in the United States on February 13, 2020",5.0 out of 5 stars,Verified Purchase,"Great sneakers. Fit true to size.
No odor. Nice ventilation and comfortable."
1587556167-3929,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good,"Reviewed in the United States on December 23, 2019",5.0 out of 5 stars,Verified Purchase,Nice shoes comfortable
1587556167-4314,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable shoes even for flat feet.,"Reviewed in the United States on March 1, 2020",5.0 out of 5 stars,Verified Purchase,Good shoes first one I got was a little to big brought it down 1/2 a size and it is a good fit now.
1587556167-4748,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lightest sneaker ever...,"Reviewed in the United States on February 22, 2020",5.0 out of 5 stars,null,Beautifully designed and extremely light. Excellent for jogging
1587556167-4598,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on February 1, 2020",4.0 out of 5 stars,Verified Purchase,Very comfortable
1587556167-3779,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love the color,"Reviewed in the United States on July 17, 2019",5.0 out of 5 stars,Verified Purchase,Really nice shoe. The color and pattern is very nice. Kinda too nice and now I don’t wanna get wear them and get them dirty lol. They feel comfortable like any other running shoe.
1587556167-4460,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect,"Reviewed in the United States on August 22, 2019",5.0 out of 5 stars,Verified Purchase,Love them
1587556167-4652,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,satisfied,"Reviewed in the United States on August 24, 2019",5.0 out of 5 stars,Verified Purchase,great shoes
1587556167-4062,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Excellent Shoe,"Reviewed in the United States on March 4, 2020",5.0 out of 5 stars,Verified Purchase,"Purchase this shoe, you will not be disappointed"
1587556167-4646,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice.,"Reviewed in the United States on November 8, 2019",5.0 out of 5 stars,Verified Purchase,Great.
1587556167-4138,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good shoes,"Reviewed in the United States on January 14, 2020",5.0 out of 5 stars,Verified Purchase,"According to my child, these shoes fit great, have good support and they are comfortable all day."
1587556167-4423,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,They feel like snug clouds! Light weight! They just look and feel great!,"Reviewed in the United States on April 13, 2020",5.0 out of 5 stars,Verified Purchase,I plan on putting many miles on these bad boys!
1587556167-4147,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoe sizing,"Reviewed in the United States on December 10, 2019",4.0 out of 5 stars,Verified Purchase,Consider half size larger than what you normally wear.
